label|text
-1|birth control feel like go monthly cycle weekly basis start constant hunger ultimetly weight gain battle extra pound year late feeling dispair extreme moodiness deep depression lack sex drive year recieve shoot don t know soon give birth week postpartum don t recommend shot great doctor t convince long term residual effect depo prevera caution research consider form birth control
-1|Birth Control hair loss dryness weight gain muscle joint pain extreme decrease sex drive period plus prevent pregnancy think experience depression mood swing take shot year symptom grow yearly stop take shot syptom slowly disappear
1|birth control end period weight gain significant thing go guess ll wait shot cause depo positive experience m anxious complete menopause way tell discontinue shot guess ll try essure procedure alternative depo find sure stand menopause
1|easy birth control method extreme fatigue zit decrease lubrication panic feel nervousness depression depressed hand basically ve experiment depo m get time notice immediately feel lazy mopey unreasonable effect worth mention year decide year happen boom year lose weight horny hell happy productive energetic ve entire short life bad period come irregular get turn effect bad time severe depression panic attack come lb weight gain break out leave device probably sleep hour day s awful get late shot week doctor tell late start pill pack hmmm come find s true plan drop depo doctor hope help lot stuff help jessica
1|pneumonia mild stomach severe headache immediately take suffer migraine lot thing set cause stomach uset plenty food water okay feel well hour start sick week strong antibiotic
-1|HBP notice foot sweat alot vaginal dryness extra bathroom trip retain water sure med work issue BP week ago check night exercise nt know med exercise dr plan lose exercise nt want long term med young bad fam history weight think weight loss care problem plan me
-1|chronic ptsd depression anxiety work start have rash hair loss tooth need extract black head blister know fact med try figure read article
1|actinic keratosis stuff fatigued sleepy start day ago perpetually exhausted minor dryness day sweaty greasy feeling apply apply morning night face eliminate actinic keratosis possible BCC prone far big reaction dryness slight itchiness exhausted sleep trouble arise function few hour sleep topical agent fluorouracil powerful stuff bloodstream happen
-1|depression horrid mettalic taste mouth appetite taste food zombie like feeling unreality unable sleep hour night extreme fatigue uncontrollable shaking nervousness lexapro zoloft past anti depressant start elavil horrible old drug actually cause feel fear leave house go public place face people crowd actually think develop agoraphobia stop elavil recommend medication think bad anti depressant nan
-1|Interstitial Cystitis IC strobe like hallucination heat wave highly irritable irrational unreasonable dangerously impulsive nausea vomiting day recommend
1|insomnia day sleep ok wake time able sleep ve horrid insomnia yr withdrawal benzo type sleep med sleep get bad try remeron month gain lbs effect rid remeron take elavil ve lose olb day bloat well low dose mg elavil hoping trick got diagnose thyroid disease start medication help weight gain issue maybe insomnia suffer fatigue cold hand etc check thyroid level ve disease yrs go unchecked mg helps sleep waking night able return sleep appetite active get well rid remeron constipation magnesium supp s care
1|RA effect enbrel coumadin time straight answer concern drug pain right afraid
-1|tooth infection stomach bloat begin severe stomach pain vomiting day month tooth problem straw break camel use feel awful
1|infected parotid gland Sjogrens Syndrome infect salivery gland lack saliva Erythromycin allergic bother time feel ill terrible diarrhoea think pill look different previously know drug company tinker cure infection care reaction
1|gum infection Extreme tireness nausea constantly feel hungry contrary report drug cause depression actually feel happy usual
-1|infection tooth stomach cramp nausea tight chest wind run lot stomach grumbling take day worth start feel like afternoon think gon na stop take feel awful
-1|Bacterial Pneumonia Severe nausea dizziness feel completely depression take pneumonia effect like eat time try vomit smell food send bathroom Diarrhea feel dizzy freak t wish bad enemy pill sure endure day
-1|bronchitis stomach cramp grumble feeling stomach nausea tiredness feel well take day worth reduce dose cope stomach problem pain
-1|tooth infection manage day today take day ok evening notice get heartburn sleep second day start feel awful nausea mild cramping horrid pain right think go die plus rumble tummy Hungary feel trap wind need burp early hour day bad cramp pain plus wrench sick emetaphobia fear sick torchure needless sayi take thid medicine hopinv symptom subside soon get child look baby breastfeed stuff want feel like death
-1|Tooth Infectiom severe upper stomach pain unable sleep stomach pain go capable handle excrutiatingly difficult feel pain like tooth infection constantly hungry time feel nauseous sick hot fluster anxiety
-1|neck abscess acute right quadrant stomach pain constantly vomit green bile parent call ambulance take hospital drip shortly diagnose IBD year later PSC believe cause ban ruin life ban drug
-1|abscess form implant mouth stomach cramp day weakness intense anger depression week half later start shake tremor head feel shaky gut problem bloated stomach think candida take medication july october feel shaky head tremor feel lot anxiety totally recommend flagyl mess right affect social life
-1|bacterial diarrhea crap destroy day life count m mentally stable person give horrible panic attack anxiety compare feel like die time anxiety kick gut stress effect worsen think go die go crazy paranoid avoid crap apart mental issue like terrible abdominal pain blot time loss appetite nausea tiredness unbalance unable concentrate weakness metal taste dry mouth loss sex drive totally gassy gut noise loose stool yellowish look stop dr singapore prescribe crap know bacteria save time turn stool culture come negative day day significant effect day take nightmare start asia m mexico imagine today week m poison original issue explosive diarrhea cure time bad today like good day reduction anxiety energy get point play tennis hour tummy blot game severe abdominal pain go dr morning say symptom book say book include anxiety effect relate anxiety shit email link learn horrible poison ruin feel free email want share feel well word empathy tell s gon na soon feel free
-1|BV terrible headache stomach discomfort loss appetite nausea medication awful take day feel bad initial infection suggest have extra strength excedrin hand deal effect stay away
-1|periodontitis extreme persistent neuropathy hand foot ankle flagyl provide benefit effect cause severe discomfort
-1|preventative surgery extreme nausea disorientation feel diarrhea weakness take mg day prevetative care vaginal repair surgery fatigue nauseous day wake time night feel sick stomach appetite sure work preventative place m stop today day nt bear nausea anymore
-1|BV headache diarrea vomit low pain fatigue headache leg cramping give yeast infection prescribe generic falgyl day day half way day stomach cramp diarrea vomiting start stop take wait feel well hour
-1|BV nausea metallic taste mouth day exhaust day bloated diahhrea time day horrible stomache cramp feel bit like pregnancy symptom disrupt life point stop take day day day treatment bv symptom clear m get yeast infection day stop take feel effect probably bad glad find site cuz figure wrong
-1|suspect c diff bad taste mouth time nausea loss appetite tingle arm hand foot leg backache severe joint ache jittery anxious race pulse palpitation insomnia fatigue mental confusion brain fog cry time feel suicidal reason think grind tooth night wake barely open mouth temple sore headache weird pain head bad drug life finish day switch vancomycin think die day flagyl feel like go die moment drug system day recommend vanco instead poison understand drug approve
-1|Diff Colitis misdiagnose tell diverticulit place cirpro flagyl severe abdominal cramp unbearable pain leg nausea vomit furry tongue metalic taste mouth take flagy place vancomiacin expensive colonoscopy show diverticultis medicin given cause antibiotic induce colitis work hope periphial neuropathy permanent leg feel like sunburn
-1|infection depression mental fog anxiety sleep time vertigo headache photosensitivity hallucination hunger anxiety depression blur vision left eye t concentrate college work nearly fail semester college hunger come go iam person miss insight e mail take flagyl feb day big mistake
-1|BV day race heartbeat racing thought severe anxiety tiredness feel handful hair fall day finish day regimen pill fever irregular fast heartbeat nausea month take flagyl metallic taste emergency room tell doctor allergic flagyl vaginal gel bv come dose hour fast heartbeat sweating low grade fever come m say symptom take clindamycin pill cream cure bv work
-1|suspect intestinal bug panic attack ve life night treatment couldn t sleep sense impending doom rush adrenaline settle chest m glad find site understand m insane t wait system nan
-1|BV horrible panic attack think go insane nan
-1|Gum Abcess prescribe flagyl amoxycillin gum abcess notice change bowel day take bowel movement day take wouldn t constipation small thumb sized lump sink straight bowl turn flare pile extent m work t sit truck driver haven t able fart nearly week need life threaten ailment d drug
-1|Post Op Myomectomy paranoia insanity depression wall cave repeat medication ssri s aspirin ohter antibiotic painkiller alcohol sleep pill anthe drug take ohterwise pay high price lose mental health day medication don t care doctor tell tell don t want sue doctor medication don t believe flagyl
-1|BV extreme dry mouth w tickle throat horrible coughing gag metallic taste thirsty loose stool muscle ache headache low abdominal pain think paranoia insomnia vivid dream mood swing depression cold symptom take med cheese wrap swallow taste pill generic un coat eat big meal drank plenty help prevent horrible symptom day decide wasn t take day dose mg metronidazole suck wouldn t think bv clear ll day come ll definitely ask different
-1|diverticulitis cipo flagyl acute case diverticulitis tell liquid diet give prescription er needless need tell doctor need stomach flagyl think liquid diet make nauseous ve reaction medication go solid food slightly well nauseous day couldn t anymore call doctor take flagyl antibiotic work diverticulitis suffer effect flagyl go
-1|BV rapid heartbeat irritability anxiety terrible insomnia call doctor alternative effect bad bv
-1|intestinal infection nausea vomit severe abdominal cramp metallic taste last disorient fatigue bloat lack concentrattion focus dizzy symptom bad night cumulative stop day prescribe mg time day seven day doctor switch flagyl analog take levaquin
-1|bacterial vaginosis wake day unable walk room dizzy vomitte twice lie wear hrs eventually take dose night wake cold sweat disorient ache needless anxious day doc say discontinue day ve stil feel right weekend dizzy dizzy feeling like head encasse styrofoam week feel like concussion ve try epley manoeuvre rid dizziness luck sight bad worried m go feel normal doctor guess win t think
-1|bacterial diarrhea crap destroy day life count m mentally stable person give horrible panic attack anxiety compare feel like die time anxiety kick gut stress effect worsen think go die go crazy paranoid avoid crap apart mental issue like terrible abdominal pain blot time loss appetite nausea tiredness unbalance unable concentrate weakness metal taste dry mouth loss sex drive totally gassy gut noise loose stool yellowish look stop dr singapore prescribe crap know bacteria save time turn stool culture come negative day day significant effect day take nightmare start asia m mexico imagine today week m poison original issue explosive diarrhea cure time bad today like good day reduction anxiety energy get point play tennis hour tummy blot game severe abdominal pain go dr morning say symptom book say book include anxiety effect relate anxiety shit email link learn horrible poison ruin feel free email want share feel well word empathy tell s gon na soon feel free
-1|BV severe anxiety zero appeite foggy brain confusion forgetfulness parinoid feel nan
-1|BV extreme nausea cramp anxiety fogginess exaustion list day horrible stuff think go crazy decide research plus infection go negative ve lose lbs eat m small person t function work nauseous time exhaust horrible taste mouth chew gum don t taste work people t terrible breath sore jaw generally disintereste life horrible horrible horrible ll
-1|infection anxiety nausea dizziness hallucination sleeplessness memory loss blue dot vision ring ear neck pain muscle spasm lack concentration body temp low tingling finger leg drug available give drug effect day don t mind take chance end have difficulty drug know forewarn doctor medical professional tell cause terrible effect lie care know body advocate
-1|C Diff lightheade confused nausea unable think clearly feel safe drive car food taste different burn sensation left shin foot body feel weak depressed drug bad stop take day wife take emergency room burning severe shin foot day burn sensation clear lightheade medicine ruin week life hope lightheadedness go away soon sick
-1|suspect pelvic infection mouth hard swallow metallic taste dehydrate drink bucket load rapid heart beat anxiety visual disturbance muscle cramp limb weakness lack appitite insomnia feel like ve take bad ecstacy tablet go doc severe pain low right suspect pid write cos m awake ve get jitter thirsty pin needle numbness nt want bed incase weird monster strange creature tablet think quit recommend hope well
-1|abscesse tooth severe crippling pain hardly walk couldn t car help don t know effect distracted pain
-1|Blastocystis Hominis awful weekend stop halfway experienced extreme nausea loss appetite inability concentrate fatigue panic tingling pain left arm horrible horrible stuff day
-1|bacterial infection extreme weakness pain body fogginess difficulty concentrate appetite loss overall feeling sick point work store etc market call doctor tell stop take relieve effect system day today sick work nightmare drug
-1|acute colitis give cipro flagyl colitis day stop day t nausea horrible feeling day feel like house move ve feel way nan
-1|dental abscess nauseous itching heart palpitation dizzy exhausted want vomit nose thick short breath headache literally sleep night manage min morning stomach huge bloated sore burn cry time body ache nerve feel edge leg jiggle time take flagyl combination purmycin hate hate hate face day dental pain subside
-1|vomitte loss apitite burnig inside sensitivity smell mouth skin throat bleed gum hair loss metronidazole like bad reaction user list combination tetracycline mg time day wks require day suffer mos
-1|tooth infection metallic taste headache dizzy fatigued medication effect horrid feel extremly ill
-1|BV appetite force bite day saliva production difficult swallow blurred vision knumb hand foot bug crawl sensation leg sleepless night begin med daze dreamy high loopy game feel anxious feeling thought bad taste mouth rapid unhealthy weight loss pound day muscle twitch discomfort skin annoying irritating touch pleasure part knumb nausea irritated bowel gassy bloated headache weakness tired emotional etc take pill bed wake feel like steam roll come coma wake seizure brain feel stimulate headache nausea hand foot knumb think flu pressure symptom occur hour dose fifth day go doctor insomnia symptom concern give pill sample help sleep take night didn t need believe finish take med cause symptom begin antibiotic
-1|tooth infection horrendous headpain feeling space dizzy nauseous infection present suffer
-1|suspect Ghiardia persistent history anxiety issue bring control year holistic medicine extent forget medication change shortly take flagyl start experience panic attack start tingle ultimately lead pain burn body particularly extremity taste sensitivity burn tongue euphoria take dose feel crash etc medication week experience symptom definitely gradually decrease awesome relieve expect fully resolve appear time go try flagyl recommend following tact day feel suspect immediately stop know hour medication go cause problem didn t hee heart advice continue punishing day speak dr say tingling present advise cut dose half problem complete day course find give disposition anxiety hard time take medication impact central nervous system zithromax cefzil amoxicillin etc impunity little zero effect flagyl doxycycline cipro levaquin extremely bad degree true family genetic component problem medication affect central nervous system medication mention want cautious careful flagyl bail hour notice funny business don t let doctor tell take protect ask doctor alternative health worth don t want scare try medication benefit cautious responsible notice problem
-1|c diff far bad drug have abd surgery year half develop c diff start flagyl probiotic meal day mg dizzy nauseate appetite diarrhea wait doctor s office open take morning s dose nan
-1|BV extreme nausea loss energy loss appetite depression fifth day consider stop altogether hope good call doctor s office prescribe medication call metrogel take intravaginally hopefully produce horrible nausea experience kind reaction antibiotic take year believe drama queen wimp flagyl
-1|coliliathis problem horrible effect feel itch advise patient look alternative like zentel single dose day use clove garlic stomach sure garlic rid gairdia ailment infection
-1|dental infection Extreme nausea extreme fatigue slur speech anxiety depression partner notice especially act drug believe antibiotic cause start feel well course end day feel fatigue bit sick ask doctor prescribe possible definitely avoid
-1|Bv Nausea dizziness headache increase anxiety day experience abdominal pain indigestion headache terrible antibiotic surprise ban bv vaginal form
-1|cousin sleep loss appitite hallucination confusion memory loss etc cousin lose mind sleep nt know kid family s confused ocd tendency unusual behavior get bad hallucinate watch tounge swollen n white stool pure black s couple week say day die poison continue idea relate symptom dr say nt hospital say answer help want bestfriend thing say see jeff s fiance pass away year ago like brother want help common symptom know happen write look specialist answer prescribe keep say poison safe drug study affect people awful effect answer help help symptom get bad long know name week write week ago dr nt give powerful antibiotic anyway confused know trust drs life cousin baby long mother husband long wife nt bestfriend
-1|Post LLETZ extreme tiredness vivid dream depression stone feel metallic taste loss concentration constipation effect medication prescribe ask alternative antibiotic choice future take day finish night evening day feel
-1|Giardia nausea stomach cramp extreme fatigue muscle soreness pain depression disorientation headache insomnia take flagyl twice previously experience stomach cramp treatment extreme fatigue depression experience treatment day like take entirely different substance don t realise happen read helpful comment like prepared undergo major expensive europe testing figure tired sore weak depress massive headache effect slowly decrease day stop treatment depend illness consider tindamax alternative work well effect
-1|vaginal infection immediately take drug start diarreah blood think day medicine stomach kill feel paranoid dellusional disorient diarreah medicine loose stool feel burn sensation arm body feel heavy nan
-1|TRICH pain severe cramping right sex sleep literally hour night depression irritability feel stone nan
-1|pylori stomach pain dose mild nausea leave elbow tingle twitch dizziness mental confusion sleep disturbance muscle ache difficulty exercise tire easily end day symptom kick call doctor dose stomach pain say possibly med flagyl biaxin w protonix have intestinal spasm say stop day repeat twice refuse input alleviate pain response lack compassion anger offer viable solution problem mind call pharmacist say hear complaint like time advise pill take interruption use stomach punching pain anymore thankfully compassionate offer viable solution triple combo dose say protonix hour pill eat good size meal include bread cracker necessary don t eat tomato sauce week hope info help
-1|C Diff currently experience constant diarrhea original symptom start med migrane metallic taste mouth tiredness refulx flush face mild fever nausea indigestion gas dark color urine prescribe day mg day confirm c diff infection warn doctor nasty drug develop furry tongue mention effect general don t tolerate prescription medication usually migrane pharmacist say alcohol sick mention effect m day miss dose yesterday becsause forget pill home c diff improve effect increase afternoon bad headache start chew gum help metallic taste mouth find hard chew malaise use plastic utensil t metal mouth advice try take pill way dip yogurt pudding place tongue drink somete swallow vomit
-1|c diff infection colitis effect extreme don t fool day wuss blurred vision exteme fatigue foggy brain ache flu like t drive today c diff undiagnosed month feel like death flagyl work bloody mucus day continue day hold long effect
1|post miscarriage Endometritis metallic taste dehydration dark urine read website flagyl extremely apprehensive luckily haven t effect drug affect different system vary degree advise avoid taste pill have candy lozenge metallic taste win t away drink microbrew beer problem
1|giardia apart typical wobbly stomach anti biotic dry sore eye effect day try alot little sleep find get realllllllly mess like wasn t sure day wake minute similar feeling wake night bad food poisoning come good disturbing pain head play tennis course get thirsty get little dizzy easy rest match effect bad infact bad have giardia ve live year day fix s strong drug sure carefull take week
1|Bacterial Vaginosis metallic taste mouth lot bloat gas fatigue prescribe mg day day capsule form generic time drug reoccurre bv use gel time flagyl capsule form extremely sick doctor advise gel isn t effective tablet go capsule form thing find difficult tolerate metal taste start day treatment win t drink water s horrible pill meal mid meal meal swallow properly ll taste capsule dissolve extreme gas bloat m ok bv practically go day med flagyl worth
1|gum infection slight nausea well take lot food light headedness nasty thick metallic taste mouth lethagy take day help infection effect pain mg time day
1|tooth abcess gum infection mild skin soreness touch like sunburn touch clindamycin sure cause m mg hr far day pill taste bad find center portion tongue swallow lot water immediately isn t bad away side tongue taste strong
1|BV prescribe medication mg day day m fourth day thankfully experience effect m currently take oral contraceptive hope continue remain effect free
1|nan vivid dream depression anxiety maybe thing metallic taste obtrusive dizziness major fatigued take lot nap ve unknowingly giardia month delighted symptom subside appetite return wierd stool intestinal malaise happy drug far m take mg day day extend safe giardia suck
1|bacterial vaginitus dizziness blur vision dark urine frequent incomplete urination lack appetite insomnia awaken middle night anxiety joint pain left elbow drug work bad effect wonder long finish day pill daily mg scared dizziness blurred vision permanent damage take flagyl month ago day stop early extreme nausea
1|diff horrific nausea metallic taste mouth flagyl bad me ve take term taste gag factor nausea s bad know sick soon take day m trick work great buy pill capsule pharmacy stuff pill inside bad taste take bit long nausea hit gi doc give tigan antinausea drug dose flagyl difference day absolute hell s big deal bit nauseous time m grateful stuff work
1|vaginal bacterial infection headache stiff neck opt vaginal gel day
1|bacterial infection feel terrible nauseous life cry sleep night nan
1|BV nausea vomit loose stool metallic taste fatigue get pretty sick second night take eat yoghurt take gravol half hour dose help t wait worth clean infection
1|suspect giardiasis give symptom giardiasis list effect flagyl s hard mild symptom medication parasite don t fever anymore ve stop burp m nauseate bloating diminish guess s work giardiasis way bad m go take s go
1|giardia nausea loss appetite lethargy fatigue metallic taste dark urine overall sick feeling get giardia petsitte dog ugh go er feeling catch experience bloat excess burping gas nausea eat early week thursday mild fever friday diahrrea prescribe flagyl zofran nausea prescribe flagyl time day follow appointment primary doctor tell lower dose time day body wasn t handle
1|Trichomoniasis basically antibiotic work dread take read horror story honestly basically zero effect didn t drink alcohol whilst take course feel well day take hope don t helpful work like dream admittedly taste nasty lets face don t medication like taste
1|giardia got rid symptom quickly big relief mg nan
1|suspect BV nausea stomach cramp loss appetite note experience nausea suggestion smoke little herb goody shoe cup tea little ginger root use powder s fresh root work taste well try symptom take flagyl mg day day nausea start today day wasn t hungry morning didn t eat pm unbearable nausea fun minor stomach pain day go drug effective feel like cleanse entire body breath smell great morning breath like bad bacteria kill know dosage day wonder flagyl start kill good bacteria mean yi testify
1|amoebic dysentery wonderfully reassuring long pass blood mucus loo say strictly alcohol instruction persuade alcohol free week year feel sleepy lethargic small price pay nan
1|intestinal protozoan intensely nauseate day eat food vinegar nausea pass hour constant metallic taste mouth fatigue effect well illness s sure appear clear infestation ll m medication day
1|bacterial vaginosis metallic taste mouth feel like stone dry mouth vagina slight tingling feeling arm hand m take mg twice day symptom knock immediately stay course drug day total day ll glad s m go celebrate bottle champagne oh wait hour drug leave system win t puke flagyl make feel weird trouble concentrate t m keep quiet try demand s good idea eat dose stomach feel well feel strange stone twinge nausea pleasant
1|diff gas headache diagnose c diff month constant explosive diarrhea finally go dr day d go hear feel rumble intestine overall effect minimal absolutely worth life recommend drug c diff
1|bacterial infection gum need excuse poop time day ve finish course ve notice tongue feeling constant agony month tooth turn fill close nerve refill time countless emergency appointment pain end dentist say want rid have tooth take instant relief develop dry root day metronidazole iodine packing sort right hopefully ll pain free forever
1|Bacterial Vaginosis diarrhea stomach discomfort lethargy terrible idea poster report adverse reaction medication day ve experience diarrhea stomach discomfort take pepto bismol yesterday clear right symptom extreme lethargy infection t believe people admit hospital severe effect report fact wonder comment come compete pharma company know maybe iron stomach maybe handle medication easily people drink alcohol accord doc pharmacist internet site didn t experience effect
-1|schizophrenia slow thinking movement drowsy muscle spasm s change day drug well tired awake problem muscle s thinking improve drug give daughter time crystal meth drug abuser reaction paranoia take mg time day despite tell doctor remain med s awhile take place zyprexia fine don t recommend drug person experience bad paranoia etc
-1|Schizoaffective Bipolar Subtype switch Abilify Haldol Loved Abilify year becuase low affect profile afford anymore start mg injection last week increase mgs shoot month far day feel calm Abilify jaw clench left bad asleep day get injection Shoulder sore injection give mild increase paranoia hope jaw clenching go away paranoia decrease raise dose low dose start severe effect drug like Zyprexa Risperdol Seroquel
1|schizoaffective disorder mainly loss memory son take drug month Abilify work great decide lower dosage gradually month MG low dosage MG work great Paranoia anxiety past year try different anti psychotic med combination Haldol Abilify work good react differently drug nt
-1|Crohn nausea hive skin rash tiredness hair loss improve digestion effect ruin benefit m constantly tired severe nausea hair start fall day
1|medicine Gout suffer gout year take indocin greatly decrease excruciating pain flare up gout recent attack severe affect joint left foot effect joke experience burn sensation stomach point felt nauseate episode headache relieve problem eat high fiber food min take medicine start feel burn high fiber celery stick peanut butter ranch dressing good baby carrot apple orange drink lot water feel like eat meal trust help stomach start digest food feel effect relief patient feel night vs day relief take capsule need lot self relief management eat constantly recommend almond stash almond celery carry eat constantly relieve stomach pain thing notice pain force eat healthy lose significant weight
-1|herinated disk spinal stenosis forgetful repeat aware hate me sux hot flash forgetfulness DONT like make feel profoundly stupid IM go Dr get oxycodone mg breakthrough mg OxyContin think need percocet
-1|RLS Fibromyalgia feel awake jittery stop breathe twice asleep work pain
-1|Restless Leg Syndrome Leg Pain bad nervous jittery feeling feel like heart try jump chest sit profuse sweating chill like take speed narcotic eliminate RLS pain discomfort worth trade effect discontinue Kadian RLS come vengeance
-1|UTI stomach cramp watery diarrhea flu like feeling day EXTREME BILATERAL HIP JOINT PAIN moderate knee pain barely walk morning day stop take medication medication
-1|prevent infection cut daughter receive deep laceration leg prescribe Cephalexin generic Keflex day daughter start experience horrible headache severe stomach ache day take drug miserable throw migraine horrible dangerous drug regret give daughter suffer reason
-1|UTi VAGINAL emotional forgetfulness tired stomach cramp burping lose appetite dizziness hate admit help uti lot worth stop week ago effect total nightmare figure wrong read review
-1|UTI Nausea abdominal discomfort lack appetite make anxiety disorder bad m day hopefully Ill able finish day course drug nightmare make worry
-1|diabetic cellulitus fatigue rib pain vulvar itchiness muscle soreness trunk pain diarrhea metformin dose strong watch
1|Seasonal Ragweed allergy wow fight ragweed aug sep colorado year try normal drug go new dr day suggest kenalog shoot symptom hour high season work great
-1|bronchitis severe stomach pain dizziness ear ring hot flash stuff pure poison start take medication day later start have stomach pain thought eat agree day pain get bad feel dizzy nauseous eat nearly pass different occasion spend day bed start feel well pray long range affect stuff reason whatsoever medication especially age worth risk plenty antibiotic risky effect
-1|Urinary Tract Infection Leg swell tendon pain uterine bleeding develop neuropathy leg arm pain mos drug use drug Cipro send ER time Kidney pain problem
-1|walk Pneumonia begin take drug mid December prescribe dose take stop effect initial effect include diarrhea insomnia extreme anxiety chest tightness tendonitis insomnia like experience literally sleep felt wire anxious day sleep doctor wish take Levaquin drug leave system begin sleep short bit time minute wake time jolt week take Levaquin sleep night hr sleep good small bit Diarrhea stop get pill massive amount probiotic system normal Tendonitis improve chest tightness drug intense take breath away exert drug curious chest tightness effect bout week take drug feel free contact thank
-1|UTI take Levofloxacin day dose body go acute Tendonitis Levofloxicin accord Urgent Care doctor prescribe drug August today suffer believe tendon tear foot nerve damage painful suffer flare up tendonitis body doctor help dismissive subject Levofloxicin reaction got bring attention say hard time try prove symptom drug look new doctor hate drug
-1|Pnuemonia Insomnia weakness right arm hand intense pain day take drug pain right eye diagnose peripheral neuropathy potential damage liver torn rotator cuff diagnose month drug pure evil
-1|sinus infection Levaquin clear infection day finish prescription start get tendinitis bursitis symptom thigh hip glute toe year take medication have horrible pain alternate feel like burn tear deep bruising physical therapy OTC anti inflammatorie cortisone shot fail rectify situation suffer daily end sight life death situation recommend take drug fluoroquinolone Cipro
-1|Sinus iInfection day ok day trouble sleep cramp cavs walk heart feel like beat chest scare hell week later have trouble sleep barely walk cavs continue severely hurt drug market
-1|suspect erroneous infection bilateral achille rupture year bed ride constellation symptom FQAD FDA body tendinopathy peripheral neuropathy acute depression dna cellular damage horrible drug attack cell cell especially significant infection kill sible frug anthrax plague etc notever line antibiotic
-1|cellulitis deppression rrapid heartbeat ib think die go hell deppression bad suicidal infection wrist FELT bad Insomnia sleep hour day nt believe people stay poison drug devil
-1|UTI Pheriperal Neuropathy excruciating joint pain imsonia liver pain chest pain stab pain face total distruction gut flora medication poison God mercy people poison market
-1|prostatitis take Levofloxacin agent Levaquin read informative horrify take sleep way try protect ligament feel bad effect wake night kind panic dizzy feel temperature manage sleep morning joint feel soft powerless walk strange experience feel listless week work unable defend standpoint erupt shout kid little reason course day take pill feel mild burning knee search net find horror story stop regret day later notice feeling aware disappear course joint feel powerless week worried liga wo choice
1|Diverticulitis affect kill infection instantly feel well take Cravit mg generic Japan stuff originate bout pain intestine thing happen year
-1|Anxiety Panic attack insomnia dizziness headache nausea hot flush experience panic attack take drug function normally second day take feel effect wo
1|anxiety depression BPD tiredness dizziness nausea space feeling lack concentration bit memory loss feel buzzed euphoric slight ringing ear start take lexapro have child give effect have anxiety depression decrease far anger fizzle strict daughter misbehave end laugh giggle lol like mad upset exact effect want anxiety depression control mood stabilize feel numb time like feel necessarily bad thing compare emotional feel extremely tired cup coffee fix lol memory loss hard time remember difficulty concentrate close unbearable hopefully effect like dizziness ring ear occur subside want hurt negative thought feel control feel like live normally definitely recommend medication
-1|UTI entire body cover hive blister severe chest pain tightness trouble breathe high fever headache eye severe reaction medication
-1|UTI dose feel fine hour suddenly get severe cramp pain feel weak feel like pain subside hour later feel extreme nausea dose feel fine hour start feel cramp pain symptom bad double decide lay nap wake moan pain stand straight bathroom immediately go say normal prescribe pain medication antibiotic later drug cramp bad pain kidney recommend product Macrobid Nitro terrible antibiotic take Cipro cause panic attack vommit SULFA trim cause nausea recommend take probiotic lessen effect
-1|UTI terrible effect stop take immediately market
-1|UTI High Fever require hospitalization body ache Headache Chills horrible experience reaction drug result day hospitalization
-1|escherchia coli pain outer right leg knee day take nitrofurantoin mono take venous study feel bad think blood clot suffered nausea dizziness light headedness hot cold spell rash breast constipation etc number medication recommend antibiotic good probiotic take antibiotic suffer generic form Macrobid site believe FDA notify Generics manufacture world tell Professor China India ask pharmacist touch pharmaceutical company manufacture nitrofurantoin request consumer information use disclaimer form use ANTIBIOTIC toxic TAKEN shelf
-1|Uti Sore throat flu like symptom chill nausea eye twitch literally think get flu medication poison ask
-1|UTI Upset stomach feel like throw headache feel like have flu hive hand leg red swollen chest pain reaction Sulfa young Macrobid UTI start upset stomach feel sick like have flu figure normal effect medicine take second dose minute cover hive burn leg hand swollen red like sunburn minute later chest hurt tell ER reaction bad scared try
-1|UTI chill headache energy malaise stomach ache literally feel like go die dose take edge bed hour like antibiotic poison try health care provider prescribe want risk sicker take
-1|UTI Sickness fever severe headache total weakness severe confusion hallucination severe rash itching black spot appear leg research drug take avoid cost total poison brain clear UTI
-1|UTI severe headache body malaise fatigue severe reflux feel like throw basically feel sick want lie bed sleep take start work day take frequency go bathroom
-1|Uti Horrible headache nausea fever chill weakness muscle pain neck pain rapid pulse high fever scary unable comprehend urgent care tell normal effect continue take th day go family doctor tell stop
-1|UTI symptom Nausea fatigue body soreness extreme high blood glucose reading chest pain amp symptom continue worsen day type diabetic BG reading high UTI insulin intake triple MACROBID
-1|UTI bad Headache dizziness blurry vision sleepiness tingle finger numbness leg bloated upper abdominal pain diarrhea feel hot cold sweat Macrobid life stomach pain bad think die
-1|UTI day end floor w severe nausea think maybe food take lot food water help rest news bad lot effect day tight chest w heart palpitation call doc say stop immediately problem day stop abdominal pain convinced medicine wish recommend medicine stop uti cold track way harsh w linger painful effect
-1|UTI Hives cough chest compression horrible experience recommend o scary symptom take medication medication
-1|UTI day headache tired woozy go away day continue general shaky type feeling like muscle agitate reduce pill day instead day start get leg muscle ache thigh little muscle spasm leg n foot morning bad calf muscle cramp hurt tell doc office leg hear hour take feel relief UTI symptom hour leg muscle pain lot twitch spasm type sensation leg feel bit jittery feel find herbal med line try UTI worth effect hope away try remedy try drop cranberry pill help well judgement start antibiotic take Bactrim pill clear Cipro day change Bactrim horrible night anxiety
